year,date,city,venue,teams,match_number,stage,toss_winner,toss_decision,first_inning_runs,first_inning_overs,first_inning_wickets,second_inning_runs,second_inning_overs,second_inning_wickets,winner,won_by_runs,won_by_wickets,player_of_match,super_over
2011,2011-05-22,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",69,,Royal Challengers Bangalore,field,128,20,8,129,18,2,Royal Challengers Bangalore,,8,"{""CH Gayle""}",f
2011,2011-05-22,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",70,,Mumbai Indians,field,175,20,7,178,20,5,Mumbai Indians,,5,"{""JEC Franklin""}",f
2011,2011-05-24,Mumbai,Wankhede Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",,Qualifier 1,Chennai Super Kings,field,175,20,4,177,19.4,4,Chennai Super Kings,,6,"{""SK Raina""}",f
2011,2011-05-25,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",,Elimination Final,Mumbai Indians,field,147,20,7,148,19.2,6,Mumbai Indians,,4,"{""MM Patel""}",f
2011,2011-05-27,Chennai,"MA Chidambaram Stadium, Chepauk","{""Royal Challengers Bangalore"",""Mumbai Indians""}",,Qualifier 2,Mumbai Indians,field,185,20,4,142,20,8,Royal Challengers Bangalore,43,,"{""CH Gayle""}",f
2011,2011-05-28,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Royal Challengers Bangalore""}",,Final,Chennai Super Kings,bat,205,20,5,147,20,8,Chennai Super Kings,58,,"{""M Vijay""}",f
2012,2012-04-04,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Mumbai Indians""}",1,,Mumbai Indians,field,112,19.5,10,115,16.5,3,Mumbai Indians,,8,"{""RE Levi""}",f
2012,2012-04-05,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Delhi Daredevils""}",2,,Delhi Daredevils,field,97,12,9,100,11.1,2,Delhi Daredevils,,8,"{""IK Pathan""}",f
2012,2012-04-06,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Punjab Kings""}",4,,Punjab Kings,field,191,20,4,160,20,9,Rajasthan Royals,31,,"{""AM Rahane""}",f
2012,2012-04-06,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Pune Warriors""}",3,,Mumbai Indians,field,129,20,9,101,20,9,Pune Warriors,28,,"{""SPD Smith""}",f
2012,2012-04-07,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Daredevils""}",5,,Delhi Daredevils,field,157,20,8,137,20,7,Royal Challengers Bangalore,20,,"{""AB de Villiers""}",f
2012,2012-04-07,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Deccan Chargers"",""Chennai Super Kings""}",6,,Deccan Chargers,field,193,20,6,119,17.1,10,Chennai Super Kings,74,,"{""RA Jadeja""}",f
2012,2012-04-08,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Kolkata Knight Riders""}",7,,Kolkata Knight Riders,field,164,20,5,142,20,10,Rajasthan Royals,22,,"{""BJ Hodge""}",f
2012,2012-04-08,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Punjab Kings""}",8,,Pune Warriors,bat,166,20,6,144,20,8,Pune Warriors,22,,"{""MN Samuels""}",f
2012,2012-04-09,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"{""Deccan Chargers"",""Mumbai Indians""}",9,,Deccan Chargers,bat,138,20,9,142,20,5,Mumbai Indians,,5,"{""RG Sharma""}",f
2012,2012-04-10,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",10,,Royal Challengers Bangalore,field,165,20,8,123,20,9,Kolkata Knight Riders,42,,"{""L Balaji""}",f
2012,2012-04-10,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Chennai Super Kings""}",11,,Delhi Daredevils,field,110,20,8,111,13.2,2,Delhi Daredevils,,8,"{""M Morkel""}",f
2012,2012-04-11,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",12,,Rajasthan Royals,field,197,20,6,170,19.4,10,Mumbai Indians,27,,"{""KA Pollard""}",f
2012,2012-04-12,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Royal Challengers Bangalore""}",13,,Royal Challengers Bangalore,bat,205,20,8,208,20,5,Chennai Super Kings,,5,"{""F du Plessis""}",f
2012,2012-04-12,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Pune Warriors""}",14,,Punjab Kings,field,115,19,10,116,17.4,3,Punjab Kings,,7,"{""AD Mascarenhas""}",f
2012,2012-04-13,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",15,,Rajasthan Royals,bat,131,20,5,137,19.2,5,Kolkata Knight Riders,,5,"{""Shakib Al Hasan""}",f
2012,2012-04-14,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Chennai Super Kings""}",16,,Chennai Super Kings,bat,155,20,5,156,19.2,3,Pune Warriors,,7,"{""JD Ryder""}",f
2012,2012-04-15,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Rajasthan Royals""}",18,,Rajasthan Royals,bat,195,20,2,136,19.5,10,Rajasthan Royals,59,,"{""AM Rahane""}",f
2012,2012-04-15,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",17,,Kolkata Knight Riders,field,134,20,9,132,20,7,Punjab Kings,2,,"{""SP Narine""}",f
2012,2012-04-16,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",19,,Delhi Daredevils,field,92,19.2,10,93,15,3,Delhi Daredevils,,7,"{""S Nadeem""}",f
2012,2012-04-17,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Pune Warriors""}",21,,Pune Warriors,bat,182,20,6,186,20,4,Royal Challengers Bangalore,,6,"{""CH Gayle""}",f
2012,2012-04-17,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Deccan Chargers""}",20,,Deccan Chargers,bat,196,20,2,197,19.4,5,Rajasthan Royals,,5,"{""BJ Hodge""}",f
2012,2012-04-18,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Kolkata Knight Riders""}",22,,Punjab Kings,bat,124,20,7,127,16.3,2,Kolkata Knight Riders,,8,"{""G Gambhir""}",f
2012,2012-04-19,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Deccan Chargers""}",23,,Deccan Chargers,bat,157,20,8,162,19.1,5,Delhi Daredevils,,5,"{""KP Pietersen""}",f
2012,2012-04-19,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Pune Warriors""}",24,,Pune Warriors,field,164,20,5,151,20,7,Chennai Super Kings,13,,"{""KMDN Kulasekara""}",f
2012,2012-04-20,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Royal Challengers Bangalore""}",25,,Royal Challengers Bangalore,field,163,20,6,166,19.3,5,Royal Challengers Bangalore,,5,"{""CH Gayle""}",f
2012,2012-04-21,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Pune Warriors""}",27,,Delhi Daredevils,field,192,20,3,172,20,7,Pune Warriors,20,,"{""SC Ganguly""}",f
2012,2012-04-21,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Rajasthan Royals""}",26,,Rajasthan Royals,bat,146,20,4,147,20,3,Chennai Super Kings,,7,"{""F du Plessis""}",f
2012,2012-04-22,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",28,,Mumbai Indians,bat,163,20,6,164,19.3,4,Punjab Kings,,6,"{""SE Marsh""}",f
2012,2012-04-22,Cuttack,Barabati Stadium,"{""Deccan Chargers"",""Kolkata Knight Riders""}",29,,Kolkata Knight Riders,field,126,20,7,127,19.1,5,Kolkata Knight Riders,,5,"{""B Lee""}",f
2012,2012-04-23,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",30,,Rajasthan Royals,field,189,20,3,143,20,7,Royal Challengers Bangalore,46,,"{""AB de Villiers""}",f
2012,2012-04-24,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Delhi Daredevils""}",31,,Pune Warriors,bat,146,20,2,148,16,2,Delhi Daredevils,,8,"{""V Sehwag""}",f
2012,2012-04-25,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Mumbai Indians""}",33,,Punjab Kings,bat,168,20,3,171,19.5,6,Mumbai Indians,,4,"{""AT Rayudu""}",f
2012,2012-04-26,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Deccan Chargers""}",35,,Deccan Chargers,bat,177,20,4,159,20,7,Deccan Chargers,18,,"{""CL White""}",f
2012,2012-04-27,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Mumbai Indians""}",36,,Mumbai Indians,field,207,20,5,170,20,9,Delhi Daredevils,37,,"{""V Sehwag""}",f
2012,2012-04-28,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",38,,Kolkata Knight Riders,bat,190,20,4,143,20,6,Kolkata Knight Riders,47,,"{""G Gambhir""}",f
2012,2012-04-28,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Punjab Kings""}",37,,Punjab Kings,bat,156,20,8,149,20,8,Punjab Kings,7,,"{""Mandeep Singh""}",f
2012,2012-04-29,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Deccan Chargers""}",40,,Mumbai Indians,field,100,18.4,10,101,18.2,5,Mumbai Indians,,5,"{""DW Steyn""}",f
2012,2012-04-29,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rajasthan Royals""}",39,,Delhi Daredevils,bat,152,20,6,151,20,3,Delhi Daredevils,1,,"{""V Sehwag""}",f
2012,2012-04-30,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Kolkata Knight Riders""}",41,,Chennai Super Kings,bat,139,20,5,140,19.4,5,Kolkata Knight Riders,,5,"{""G Gambhir""}",f
2012,2012-05-01,Cuttack,Barabati Stadium,"{""Deccan Chargers"",""Pune Warriors""}",42,,Deccan Chargers,bat,186,20,4,173,20,5,Deccan Chargers,13,,"{""KC Sangakkara""}",f
2012,2012-05-01,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Delhi Daredevils""}",43,,Rajasthan Royals,bat,141,20,6,144,15.2,4,Delhi Daredevils,,6,"{""P Negi""}",f
2012,2012-05-02,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",44,,Punjab Kings,field,158,20,5,163,19.5,6,Punjab Kings,,4,"{""Azhar Mahmood""}",f
2012,2012-05-03,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Mumbai Indians""}",45,,Mumbai Indians,bat,120,20,9,119,20,6,Mumbai Indians,1,,"{""SL Malinga""}",f
2012,2012-05-04,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Deccan Chargers""}",46,,Chennai Super Kings,bat,160,20,6,150,20,5,Chennai Super Kings,10,,"{""SK Raina""}",f
2012,2012-05-05,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Rajasthan Royals""}",48,,Rajasthan Royals,bat,177,20,6,134,20,8,Rajasthan Royals,43,,"{""SR Watson""}",f
2012,2012-05-05,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Pune Warriors""}",47,,Kolkata Knight Riders,bat,150,20,5,143,20,8,Kolkata Knight Riders,7,,"{""SP Narine""}",f
2012,2012-05-06,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Deccan Chargers""}",50,,Royal Challengers Bangalore,field,181,20,2,185,18.5,5,Royal Challengers Bangalore,,5,"{""AB de Villiers""}",f
2012,2012-05-06,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",49,,Mumbai Indians,field,173,20,8,174,20,8,Mumbai Indians,,2,"{""DR Smith""}",f
2012,2012-05-07,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",51,,Delhi Daredevils,bat,153,20,9,154,18.5,4,Kolkata Knight Riders,,6,"{""JH Kallis""}",f
2012,2012-05-08,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Punjab Kings""}",53,,Deccan Chargers,field,170,20,5,145,20,8,Punjab Kings,25,,"{""Mandeep Singh""}",f
2012,2012-05-08,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Rajasthan Royals""}",52,,Pune Warriors,bat,125,20,6,126,16.2,3,Rajasthan Royals,,7,"{""SR Watson""}",f
2012,2012-05-09,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",54,,Royal Challengers Bangalore,field,141,20,6,142,18,1,Royal Challengers Bangalore,,9,"{""CH Gayle""}",f
2012,2012-05-10,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Delhi Daredevils""}",55,,Deccan Chargers,bat,187,20,4,193,16.4,1,Delhi Daredevils,,9,"{""DA Warner""}",f
2012,2012-05-10,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Chennai Super Kings""}",56,,Chennai Super Kings,field,126,20,6,127,18.3,6,Chennai Super Kings,,4,"{""BW Hilfenhaus""}",f
2012,2012-05-11,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Royal Challengers Bangalore""}",57,,Pune Warriors,field,173,20,3,138,20,9,Royal Challengers Bangalore,35,,"{""CH Gayle""}",f
2012,2012-05-12,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Delhi Daredevils""}",59,,Chennai Super Kings,field,114,20,5,115,15.2,1,Chennai Super Kings,,9,"{""BW Hilfenhaus""}",f
2012,2012-05-12,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",58,,Mumbai Indians,bat,182,20,1,155,20,4,Mumbai Indians,27,,"{""RG Sharma""}",f
2012,2012-05-13,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Pune Warriors""}",60,,Rajasthan Royals,bat,170,20,4,125,20,9,Rajasthan Royals,45,,"{""A Chandila""}",f
2012,2012-05-13,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Deccan Chargers""}",61,,Deccan Chargers,bat,190,20,4,194,20,6,Punjab Kings,,4,"{""DJ Hussey""}",f
2012,2012-05-14,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",62,,Mumbai Indians,field,171,20,6,173,19.4,5,Mumbai Indians,,5,"{""AT Rayudu""}",f
2012,2012-05-14,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",63,,Chennai Super Kings,field,158,20,6,160,20,5,Chennai Super Kings,,5,"{""MEK Hussey""}",f
2012,2012-05-15,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",64,,Punjab Kings,bat,136,20,8,140,19,5,Delhi Daredevils,,5,"{""UT Yadav""}",f
2012,2012-05-16,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",65,,Mumbai Indians,field,140,20,7,108,19.1,10,Kolkata Knight Riders,32,,"{""SP Narine""}",f
2012,2012-05-17,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Chennai Super Kings""}",66,,Punjab Kings,field,120,20,7,123,16.3,4,Punjab Kings,,6,"{""AC Gilchrist""}",f
2012,2012-05-17,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",67,,Delhi Daredevils,field,215,20,1,194,20,9,Royal Challengers Bangalore,21,,"{""CH Gayle""}",f
2012,2012-05-18,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Rajasthan Royals""}",68,,Rajasthan Royals,bat,126,20,8,128,18.4,5,Deccan Chargers,,5,"{""DW Steyn""}",f
2012,2012-05-19,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Delhi Daredevils""}",69,,Delhi Daredevils,field,141,20,8,145,18.2,4,Delhi Daredevils,,6,"{""UT Yadav""}",f
2012,2012-05-19,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Kolkata Knight Riders""}",70,,Kolkata Knight Riders,bat,136,20,4,102,20,8,Kolkata Knight Riders,34,,"{""Shakib Al Hasan""}",f
2012,2012-05-20,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Mumbai Indians""}",72,,Rajasthan Royals,bat,162,20,6,163,18.1,0,Mumbai Indians,,10,"{""DR Smith""}",f
2012,2012-05-20,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Royal Challengers Bangalore""}",71,,Royal Challengers Bangalore,field,132,20,7,123,20,9,Deccan Chargers,9,,"{""DW Steyn""}",f
2012,2012-05-22,Pune,Subrata Roy Sahara Stadium,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",,Qualifier 1,Kolkata Knight Riders,bat,162,20,4,144,20,8,Kolkata Knight Riders,18,,"{""YK Pathan""}",f
2012,2012-05-23,Bangalore,M Chinnaswamy Stadium,"{""Chennai Super Kings"",""Mumbai Indians""}",,Elimination Final,Mumbai Indians,field,187,20,5,149,20,9,Chennai Super Kings,38,,"{""MS Dhoni""}",f
2012,2012-05-25,Chennai,"MA Chidambaram Stadium, Chepauk","{""Delhi Daredevils"",""Chennai Super Kings""}",,Qualifier 2,Delhi Daredevils,field,222,20,5,136,16.5,10,Chennai Super Kings,86,,"{""M Vijay""}",f
2012,2012-05-27,Chennai,"MA Chidambaram Stadium, Chepauk","{""Kolkata Knight Riders"",""Chennai Super Kings""}",,Final,Chennai Super Kings,bat,190,20,3,192,19.4,5,Kolkata Knight Riders,,5,"{""MS Bisla""}",f
2013,2013-04-03,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Delhi Daredevils""}",1,,Kolkata Knight Riders,field,128,20,10,129,18.4,4,Kolkata Knight Riders,,6,"{""SP Narine""}",f
2013,2013-04-04,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",2,,Mumbai Indians,field,156,20,5,154,20,5,Royal Challengers Bangalore,2,,"{""CH Gayle""}",f
2013,2013-04-05,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Pune Warriors""}",3,,Pune Warriors,field,126,20,6,104,18.5,10,Sunrisers Hyderabad,22,,"{""A Mishra""}",f
2013,2013-04-06,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rajasthan Royals""}",4,,Rajasthan Royals,bat,165,20,7,160,20,6,Rajasthan Royals,5,,"{""R Dravid""}",f
2013,2013-04-06,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Mumbai Indians""}",5,,Mumbai Indians,bat,148,20,6,139,20,9,Mumbai Indians,9,,"{""KA Pollard""}",f
2013,2013-04-07,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Punjab Kings""}",6,,Pune Warriors,bat,99,20,9,100,12.3,2,Punjab Kings,,8,"{""M Vohra""}",f
2013,2013-04-07,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Royal Challengers Bangalore""}",7,,Royal Challengers Bangalore,bat,130,20,8,130,20,7,Sunrisers Hyderabad,,,"{""GH Vihari""}",t
2013,2013-04-08,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Kolkata Knight Riders""}",8,,Kolkata Knight Riders,field,144,20,6,125,19,10,Rajasthan Royals,19,,"{""SK Trivedi""}",f
2013,2013-04-09,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Sunrisers Hyderabad""}",9,,Sunrisers Hyderabad,bat,161,20,6,162,17.4,3,Royal Challengers Bangalore,,7,"{""V Kohli""}",f
2013,2013-04-09,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",10,,Mumbai Indians,bat,209,20,5,165,20,9,Mumbai Indians,44,,"{""KD Karthik""}",f
2013,2013-04-10,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Chennai Super Kings""}",11,,Chennai Super Kings,field,138,19.5,10,139,17.2,0,Chennai Super Kings,,10,"{""MEK Hussey""}",f
2013,2013-04-11,Pune,Subrata Roy Sahara Stadium,"{""Pune Warriors"",""Rajasthan Royals""}",13,,Rajasthan Royals,bat,145,20,5,148,18.4,3,Pune Warriors,,7,"{""AJ Finch""}",f
2013,2013-04-11,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",12,,Royal Challengers Bangalore,field,154,20,8,158,17.4,2,Royal Challengers Bangalore,,8,"{""CH Gayle""}",f
2013,2013-04-12,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Sunrisers Hyderabad""}",14,,Delhi Daredevils,bat,114,20,8,115,19.2,7,Sunrisers Hyderabad,,3,"{""A Mishra""}",f
2013,2013-04-13,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Pune Warriors""}",15,,Mumbai Indians,bat,183,20,3,142,20,8,Mumbai Indians,41,,"{""RG Sharma""}",f
2013,2013-04-13,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Royal Challengers Bangalore""}",16,,Chennai Super Kings,field,165,20,6,166,20,6,Chennai Super Kings,,4,"{""RA Jadeja""}",f
2013,2013-04-14,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Sunrisers Hyderabad""}",17,,Kolkata Knight Riders,bat,180,20,4,132,20,7,Kolkata Knight Riders,48,,"{""G Gambhir""}",f
2013,2013-04-14,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Punjab Kings""}",18,,Rajasthan Royals,field,124,18.5,10,126,19.2,4,Rajasthan Royals,,6,"{""JP Faulkner""}",f
2013,2013-04-15,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Pune Warriors""}",19,,Pune Warriors,bat,159,20,5,135,20,8,Pune Warriors,24,,"{""SPD Smith""}",f
2013,2013-04-16,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Kolkata Knight Riders""}",20,,Kolkata Knight Riders,field,157,20,9,153,20,9,Punjab Kings,4,,"{""MS Gony""}",f
2013,2013-04-16,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Daredevils""}",21,,Royal Challengers Bangalore,field,152,20,5,152,20,7,Royal Challengers Bangalore,,,"{""V Kohli""}",t
2013,2013-04-17,Pune,Maharashtra Cricket Association Stadium,"{""Pune Warriors"",""Sunrisers Hyderabad""}",22,,Pune Warriors,field,119,20,8,108,19,10,Sunrisers Hyderabad,11,,"{""A Mishra""}",f
2013,2013-04-17,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Mumbai Indians""}",23,,Rajasthan Royals,bat,179,20,3,92,18.2,10,Rajasthan Royals,87,,"{""AM Rahane""}",f
2013,2013-04-18,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Chennai Super Kings""}",24,,Chennai Super Kings,bat,169,20,4,83,17.3,10,Chennai Super Kings,86,,"{""MEK Hussey""}",f
2013,2013-04-19,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Sunrisers Hyderabad"",""Punjab Kings""}",25,,Punjab Kings,bat,123,20,9,127,19,5,Sunrisers Hyderabad,,5,"{""GH Vihari""}",f
2013,2013-04-20,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",26,,Kolkata Knight Riders,bat,119,20,9,124,19.1,6,Chennai Super Kings,,4,"{""RA Jadeja""}",f
2013,2013-04-20,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Rajasthan Royals""}",27,,Royal Challengers Bangalore,field,117,19.4,10,123,17.5,3,Royal Challengers Bangalore,,7,"{""R Vinay Kumar""}",f
2013,2013-04-21,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Mumbai Indians""}",28,,Mumbai Indians,bat,161,20,4,165,17,1,Delhi Daredevils,,9,"{""V Sehwag""}",f
2013,2013-04-21,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Pune Warriors""}",29,,Punjab Kings,field,185,20,4,186,19.5,3,Punjab Kings,,7,"{""DA Miller""}",f
2013,2013-04-22,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Rajasthan Royals""}",30,,Rajasthan Royals,bat,185,20,4,186,19.5,5,Chennai Super Kings,,5,"{""MEK Hussey""}",f
2013,2013-04-23,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Pune Warriors""}",31,,Pune Warriors,field,263,20,5,133,20,9,Royal Challengers Bangalore,130,,"{""CH Gayle""}",f
2013,2013-04-23,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",32,,Punjab Kings,field,120,20,7,121,17,5,Punjab Kings,,5,"{""Harmeet Singh""}",f
2013,2013-04-24,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",33,,Kolkata Knight Riders,bat,159,20,6,162,19.5,5,Mumbai Indians,,5,"{""DR Smith""}",f
2013,2013-04-25,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Sunrisers Hyderabad""}",34,,Sunrisers Hyderabad,bat,159,20,6,160,19.5,5,Chennai Super Kings,,5,"{""MS Dhoni""}",f
2013,2013-04-26,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",35,,Punjab Kings,bat,149,20,6,150,18.3,4,Kolkata Knight Riders,,6,"{""JH Kallis""}",f
2013,2013-04-27,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Sunrisers Hyderabad""}",36,,Sunrisers Hyderabad,bat,144,20,9,146,17.5,2,Rajasthan Royals,,8,"{""JP Faulkner""}",f
2013,2013-04-27,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",37,,Mumbai Indians,bat,194,20,7,136,20,7,Mumbai Indians,58,,"{""DR Smith""}",f
2013,2013-04-28,Raipur,Shaheed Veer Narayan Singh International Stadium,"{""Delhi Daredevils"",""Pune Warriors""}",39,,Pune Warriors,field,164,20,5,149,20,4,Delhi Daredevils,15,,"{""DA Warner""}",f
2013,2013-04-28,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Kolkata Knight Riders""}",38,,Kolkata Knight Riders,field,200,20,3,186,20,4,Chennai Super Kings,14,,"{""MEK Hussey""}",f
2013,2013-04-29,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",41,,Mumbai Indians,bat,174,20,3,170,20,10,Mumbai Indians,4,,"{""RG Sharma""}",f
2013,2013-04-29,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",40,,Rajasthan Royals,field,171,20,6,173,19.5,6,Rajasthan Royals,,4,"{""SV Samson""}",f
