year,date,city,venue,teams,match_number,stage,toss_winner,toss_decision,first_inning_runs,first_inning_overs,first_inning_wickets,second_inning_runs,second_inning_overs,second_inning_wickets,winner,won_by_runs,won_by_wickets,player_of_match,super_over
2010,2010-03-19,Cuttack,Barabati Stadium,"{""Deccan Chargers"",""Punjab Kings""}",12,,Punjab Kings,field,170,20,8,164,20,8,Deccan Chargers,6,,"{""A Symonds""}",f
2010,2010-03-19,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Chennai Super Kings""}",11,,Delhi Daredevils,bat,185,20,6,190,19.1,5,Chennai Super Kings,,5,"{""ML Hayden""}",f
2010,2010-03-20,Mumbai,Brabourne Stadium,"{""Mumbai Indians"",""Royal Challengers Bangalore""}",14,,Mumbai Indians,bat,151,20,9,155,19.1,3,Royal Challengers Bangalore,,7,"{""JH Kallis""}",f
2010,2010-03-20,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Kolkata Knight Riders""}",13,,Rajasthan Royals,bat,168,20,7,134,20,5,Rajasthan Royals,34,,"{""AA Jhunjhunwala""}",f
2010,2010-03-21,Cuttack,Barabati Stadium,"{""Deccan Chargers"",""Delhi Daredevils""}",15,,Deccan Chargers,bat,171,20,6,161,20,9,Deccan Chargers,10,,"{""A Symonds""}",f
2010,2010-03-21,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Punjab Kings""}",16,,Chennai Super Kings,field,136,20,8,136,20,7,Punjab Kings,,,"{""J Theron""}",t
2010,2010-03-22,Mumbai,Brabourne Stadium,"{""Mumbai Indians"",""Kolkata Knight Riders""}",17,,Kolkata Knight Riders,bat,155,20,3,156,18.3,3,Mumbai Indians,,7,"{""SR Tendulkar""}",f
2010,2010-03-23,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Chennai Super Kings""}",18,,Chennai Super Kings,field,171,20,5,135,20,7,Royal Challengers Bangalore,36,,"{""RV Uthappa""}",f
2010,2010-03-24,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Rajasthan Royals""}",19,,Punjab Kings,field,183,20,5,152,19.1,10,Rajasthan Royals,31,,"{""AC Voges""}",f
2010,2010-03-25,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Delhi Daredevils""}",20,,Royal Challengers Bangalore,field,183,20,4,166,20,9,Delhi Daredevils,17,,"{""KM Jadhav""}",f
2010,2010-03-25,Mumbai,"Brabourne Stadium, Mumbai","{""Chennai Super Kings"",""Mumbai Indians""}",21,,Mumbai Indians,field,180,20,2,181,19,5,Mumbai Indians,,5,"{""SR Tendulkar""}",f
2010,2010-03-26,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Deccan Chargers""}",22,,Deccan Chargers,bat,148,20,9,151,15.4,2,Rajasthan Royals,,8,"{""YK Pathan""}",f
2010,2010-03-27,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Kolkata Knight Riders""}",23,,Kolkata Knight Riders,bat,183,20,5,144,20,6,Kolkata Knight Riders,39,,"{""MK Tiwary""}",f
2010,2010-03-28,Ahmedabad,"Sardar Patel Stadium, Motera","{""Rajasthan Royals"",""Chennai Super Kings""}",24,,Rajasthan Royals,bat,177,20,8,160,20,6,Rajasthan Royals,17,,"{""NV Ojha""}",f
2010,2010-03-28,Mumbai,Dr DY Patil Sports Academy,"{""Deccan Chargers"",""Mumbai Indians""}",25,,Deccan Chargers,field,172,20,7,131,17.4,10,Mumbai Indians,41,,"{""Harbhajan Singh""}",f
2010,2010-03-29,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",26,,Delhi Daredevils,bat,177,20,4,137,20,9,Delhi Daredevils,40,,"{""DA Warner""}",f
2010,2010-03-30,Mumbai,Brabourne Stadium,"{""Mumbai Indians"",""Punjab Kings""}",27,,Mumbai Indians,field,163,20,10,164,19.4,6,Mumbai Indians,,4,"{""SL Malinga""}",f
2010,2010-03-31,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Royal Challengers Bangalore""}",28,,Royal Challengers Bangalore,bat,161,20,4,162,19,5,Chennai Super Kings,,5,"{""M Vijay""}",f
2010,2010-03-31,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Rajasthan Royals""}",29,,Delhi Daredevils,bat,188,20,6,121,17.4,10,Delhi Daredevils,67,,"{""KD Karthik""}",f
2010,2010-04-01,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Deccan Chargers""}",30,,Kolkata Knight Riders,bat,181,20,6,157,20,5,Kolkata Knight Riders,24,,"{""SC Ganguly""}",f
2010,2010-04-02,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Royal Challengers Bangalore""}",31,,Punjab Kings,bat,181,20,5,184,19.2,4,Royal Challengers Bangalore,,6,"{""KP Pietersen""}",f
2010,2010-04-03,Mumbai,Brabourne Stadium,"{""Mumbai Indians"",""Deccan Chargers""}",33,,Mumbai Indians,bat,178,20,5,115,18.2,10,Mumbai Indians,63,,"{""AT Rayudu""}",f
2010,2010-04-03,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Rajasthan Royals""}",32,,Chennai Super Kings,bat,246,20,5,223,20,5,Chennai Super Kings,23,,"{""M Vijay""}",f
2010,2010-04-04,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",35,,Delhi Daredevils,bat,184,20,5,147,20,9,Delhi Daredevils,37,,"{""PD Collingwood""}",f
2010,2010-04-04,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",34,,Kolkata Knight Riders,bat,200,20,3,204,18.2,2,Punjab Kings,,8,"{""DPMD Jayawardene""}",f
2010,2010-04-05,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha","{""Deccan Chargers"",""Rajasthan Royals""}",36,,Rajasthan Royals,bat,159,19.5,10,157,20,10,Rajasthan Royals,2,,"{""SK Warne""}",f
2010,2010-04-06,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Mumbai Indians""}",37,,Chennai Super Kings,bat,165,20,4,141,20,9,Chennai Super Kings,24,,"{""SK Raina""}",f
2010,2010-04-07,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Delhi Daredevils""}",39,,Kolkata Knight Riders,bat,181,20,3,167,20,8,Kolkata Knight Riders,14,,"{""SC Ganguly""}",f
2010,2010-04-07,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Punjab Kings""}",38,,Punjab Kings,bat,153,20,6,157,15,1,Rajasthan Royals,,9,"{""MJ Lumb""}",f
2010,2010-04-08,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Deccan Chargers""}",40,,Deccan Chargers,field,184,20,6,186,19.2,3,Deccan Chargers,,7,"{""TL Suman""}",f
2010,2010-04-09,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Mumbai Indians""}",41,,Mumbai Indians,bat,154,20,9,158,19.2,4,Punjab Kings,,6,"{""KC Sangakkara""}",f
2010,2010-04-10,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha","{""Deccan Chargers"",""Chennai Super Kings""}",42,,Chennai Super Kings,bat,138,20,8,139,19.2,4,Deccan Chargers,,6,"{""RJ Harris""}",f
2010,2010-04-10,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",43,,Royal Challengers Bangalore,field,160,20,9,162,17.1,3,Royal Challengers Bangalore,,7,"{""R Vinay Kumar""}",f
2010,2010-04-11,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Mumbai Indians""}",45,,Rajasthan Royals,field,174,20,5,137,20,8,Mumbai Indians,37,,"{""SR Tendulkar""}",f
2010,2010-04-11,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",44,,Delhi Daredevils,bat,111,19.5,10,112,18.4,3,Punjab Kings,,7,"{""PP Chawla""}",f
2010,2010-04-12,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha","{""Deccan Chargers"",""Royal Challengers Bangalore""}",46,,Royal Challengers Bangalore,field,151,20,6,138,19.5,10,Deccan Chargers,13,,"{""Harmeet Singh""}",f
2010,2010-04-13,Mumbai,Brabourne Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",47,,Mumbai Indians,bat,183,20,4,144,20,7,Mumbai Indians,39,,"{""KA Pollard""}",f
2010,2010-04-13,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Kolkata Knight Riders""}",48,,Kolkata Knight Riders,bat,139,20,8,143,13.3,1,Chennai Super Kings,,9,"{""R Ashwin""}",f
2010,2010-04-14,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",49,,Rajasthan Royals,bat,130,20,6,132,15.4,5,Royal Challengers Bangalore,,5,"{""KP Pietersen""}",f
2010,2010-04-15,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Delhi Daredevils""}",50,,Chennai Super Kings,bat,112,20,9,113,18.4,4,Delhi Daredevils,,6,"{""G Gambhir""}",f
2010,2010-04-16,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Deccan Chargers""}",51,,Deccan Chargers,field,174,20,3,178,19.1,5,Deccan Chargers,,5,"{""RG Sharma""}",f
2010,2010-04-17,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",52,,Royal Challengers Bangalore,field,191,20,4,134,20,9,Mumbai Indians,57,,"{""R McLaren""}",f
2010,2010-04-17,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",53,,Rajasthan Royals,bat,132,20,9,133,16.1,2,Kolkata Knight Riders,,8,"{""JD Unadkat""}",f
2010,2010-04-18,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Chennai Super Kings""}",54,,Chennai Super Kings,field,192,20,3,195,19.4,4,Chennai Super Kings,,6,"{""MS Dhoni""}",f
2010,2010-04-18,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Deccan Chargers""}",55,,Deccan Chargers,bat,145,20,7,134,20,7,Deccan Chargers,11,,"{""A Symonds""}",f
2010,2010-04-19,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Mumbai Indians""}",56,,Mumbai Indians,bat,133,20,8,135,17.3,1,Kolkata Knight Riders,,9,"{""M Kartik""}",f
2010,2010-04-21,Mumbai,Dr DY Patil Sports Academy,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",,Semi Final,Mumbai Indians,bat,184,20,5,149,20,9,Mumbai Indians,35,,"{""KA Pollard""}",f
2010,2010-04-22,Mumbai,Dr DY Patil Sports Academy,"{""Chennai Super Kings"",""Deccan Chargers""}",,Semi Final,Chennai Super Kings,bat,142,20,7,104,19.2,10,Chennai Super Kings,38,,"{""DE Bollinger""}",f
2010,2010-04-24,Mumbai,Dr DY Patil Sports Academy,"{""Royal Challengers Bangalore"",""Deccan Chargers""}",,3rd Place Play-Off,Deccan Chargers,bat,82,18.3,10,86,13.5,1,Royal Challengers Bangalore,,9,"{""A Kumble""}",f
2010,2010-04-25,Mumbai,Dr DY Patil Sports Academy,"{""Chennai Super Kings"",""Mumbai Indians""}",,Final,Chennai Super Kings,bat,168,20,5,146,20,9,Chennai Super Kings,22,,"{""SK Raina""}",f
2011,2011-04-08,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Kolkata Knight Riders""}",1,,Chennai Super Kings,bat,153,20,4,151,20,7,Chennai Super Kings,2,,"{""S Anirudha""}",f
2011,2011-04-09,Kochi,Nehru Stadium,"{""Kochi Tuskers Kerala"",""Royal Challengers Bangalore""}",3,,Kochi Tuskers Kerala,bat,161,20,5,162,18.5,4,Royal Challengers Bangalore,,6,"{""AB de Villiers""}",f
2011,2011-04-09,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Rajasthan Royals""}",2,,Rajasthan Royals,field,137,20,8,141,18.5,2,Rajasthan Royals,,8,"{""SK Trivedi""}",f
2011,2011-04-10,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Mumbai Indians""}",4,,Delhi Daredevils,bat,95,17.4,10,99,17,2,Mumbai Indians,,8,"{""SL Malinga""}",f
2011,2011-04-10,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Punjab Kings""}",5,,Punjab Kings,bat,112,20,8,113,13.2,3,Pune Warriors,,7,"{""SB Wagh""}",f
2011,2011-04-11,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Deccan Chargers""}",6,,Kolkata Knight Riders,bat,163,20,4,154,20,8,Kolkata Knight Riders,9,,"{""JH Kallis""}",f
2011,2011-04-12,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Delhi Daredevils""}",7,,Delhi Daredevils,bat,151,20,6,152,18.3,4,Rajasthan Royals,,6,"{""SK Warne""}",f
2011,2011-04-12,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Mumbai Indians""}",8,,Mumbai Indians,field,140,20,4,143,18.3,1,Mumbai Indians,,9,"{""SR Tendulkar""}",f
2011,2011-04-13,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Chennai Super Kings""}",9,,Punjab Kings,field,188,20,4,193,19.1,4,Punjab Kings,,6,"{""PC Valthaty""}",f
2011,2011-04-13,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Kochi Tuskers Kerala""}",10,,Kochi Tuskers Kerala,bat,148,20,8,151,18.5,6,Pune Warriors,,4,"{""MD Mishra""}",f
2011,2011-04-14,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Royal Challengers Bangalore""}",11,,Royal Challengers Bangalore,field,175,20,5,142,20,9,Deccan Chargers,33,,"{""DW Steyn""}",f
2011,2011-04-15,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Kochi Tuskers Kerala""}",13,,Kochi Tuskers Kerala,field,182,20,2,184,19,2,Kochi Tuskers Kerala,,8,"{""BB McCullum""}",f
2011,2011-04-15,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Kolkata Knight Riders""}",12,,Kolkata Knight Riders,field,159,20,4,160,18.3,1,Kolkata Knight Riders,,9,"{""G Gambhir""}",f
2011,2011-04-16,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Punjab Kings""}",15,,Punjab Kings,field,165,20,8,166,17.4,2,Punjab Kings,,8,"{""PC Valthaty""}",f
2011,2011-04-16,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Royal Challengers Bangalore""}",14,,Chennai Super Kings,bat,183,20,5,162,20,7,Chennai Super Kings,21,,"{""MEK Hussey""}",f
2011,2011-04-17,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Delhi Daredevils""}",16,,Delhi Daredevils,field,187,20,5,190,19.2,7,Delhi Daredevils,,3,"{""Yuvraj Singh""}",f
2011,2011-04-17,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Rajasthan Royals""}",17,,Kolkata Knight Riders,field,81,15.2,10,85,14,2,Kolkata Knight Riders,,8,"{""L Balaji""}",f
2011,2011-04-18,Kochi,Nehru Stadium,"{""Kochi Tuskers Kerala"",""Chennai Super Kings""}",18,,Kochi Tuskers Kerala,field,131,17,4,135,15,3,Kochi Tuskers Kerala,,7,"{""BB McCullum""}",f
2011,2011-04-19,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Deccan Chargers""}",19,,Deccan Chargers,bat,168,20,4,152,20,7,Deccan Chargers,16,,"{""S Sohal""}",f
2011,2011-04-20,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Kochi Tuskers Kerala""}",22,,Kolkata Knight Riders,field,132,20,7,126,20,9,Kochi Tuskers Kerala,6,,"{""DPMD Jayawardene""}",f
2011,2011-04-20,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Pune Warriors""}",21,,Pune Warriors,bat,118,17.2,10,124,20,3,Mumbai Indians,,7,"{""MM Patel""}",f
2011,2011-04-21,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Rajasthan Royals""}",23,,Rajasthan Royals,field,195,20,7,147,20,7,Punjab Kings,48,,"{""SE Marsh""}",f
2011,2011-04-22,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Chennai Super Kings""}",25,,Chennai Super Kings,field,164,20,4,156,20,9,Mumbai Indians,8,,"{""Harbhajan Singh""}",f
2011,2011-04-22,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Royal Challengers Bangalore""}",24,,Royal Challengers Bangalore,field,171,20,5,175,18.1,1,Royal Challengers Bangalore,,9,"{""CH Gayle""}",f
2011,2011-04-23,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Punjab Kings""}",26,,Punjab Kings,field,231,20,4,202,20,6,Delhi Daredevils,29,,"{""DA Warner""}",f
2011,2011-04-24,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Kochi Tuskers Kerala""}",28,,Rajasthan Royals,field,109,20,10,111,14.1,2,Rajasthan Royals,,8,"{""SK Warne""}",f
2011,2011-04-24,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Mumbai Indians""}",27,,Deccan Chargers,field,172,20,4,135,20,8,Mumbai Indians,37,,"{""SL Malinga""}",f
2011,2011-04-25,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Pune Warriors""}",29,,Pune Warriors,field,142,20,6,117,20,9,Chennai Super Kings,25,,"{""MEK Hussey""}",f
2011,2011-04-26,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Royal Challengers Bangalore""}",30,,Royal Challengers Bangalore,field,160,20,6,161,19.3,7,Royal Challengers Bangalore,,3,"{""V Kohli""}",f
2011,2011-04-27,Kochi,Nehru Stadium,"{""Kochi Tuskers Kerala"",""Deccan Chargers""}",32,,Kochi Tuskers Kerala,field,129,20,7,74,16.3,10,Deccan Chargers,55,,"{""I Sharma""}",f
2011,2011-04-27,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Chennai Super Kings""}",31,,Pune Warriors,bat,141,20,6,145,19.3,2,Chennai Super Kings,,8,"{""DE Bollinger""}",f
2011,2011-04-28,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kolkata Knight Riders""}",33,,Delhi Daredevils,field,148,20,7,131,20,9,Kolkata Knight Riders,17,,"{""MK Tiwary""}",f
2011,2011-04-29,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Pune Warriors""}",35,,Pune Warriors,field,181,20,5,155,20,5,Royal Challengers Bangalore,26,,"{""V Kohli""}",f
2011,2011-04-29,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Mumbai Indians""}",34,,Rajasthan Royals,field,94,20,8,95,18.1,3,Rajasthan Royals,,7,"{""J Botha""}",f
2011,2011-04-30,Kochi,Nehru Stadium,"{""Kochi Tuskers Kerala"",""Delhi Daredevils""}",36,,Delhi Daredevils,bat,157,20,7,119,18.5,10,Delhi Daredevils,38,,"{""V Sehwag""}",f
2011,2011-04-30,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Punjab Kings""}",37,,Kolkata Knight Riders,field,119,20,6,120,17.2,2,Kolkata Knight Riders,,8,"{""Iqbal Abdulla""}",f
2011,2011-05-01,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Pune Warriors""}",38,,Rajasthan Royals,field,143,20,7,144,19.3,4,Rajasthan Royals,,6,"{""LRPL Taylor""}",f
2011,2011-05-01,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Deccan Chargers""}",39,,Chennai Super Kings,bat,165,20,5,146,20,8,Chennai Super Kings,19,,"{""JA Morkel""}",f
2011,2011-05-02,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Punjab Kings""}",40,,Punjab Kings,field,159,20,5,136,20,8,Mumbai Indians,23,,"{""KA Pollard""}",f
2011,2011-05-02,Delhi,Feroz Shah Kotla,"{""Delhi Daredevils"",""Kochi Tuskers Kerala""}",41,,Kochi Tuskers Kerala,field,140,20,6,141,15,3,Kochi Tuskers Kerala,,7,"{""P Parameswaran""}",f
2011,2011-05-03,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Kolkata Knight Riders""}",42,,Deccan Chargers,field,169,20,4,149,20,6,Kolkata Knight Riders,20,,"{""YK Pathan""}",f
2011,2011-05-04,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Mumbai Indians""}",44,,Pune Warriors,field,160,20,7,139,20,7,Mumbai Indians,21,,"{""R Sharma""}",f
2011,2011-05-04,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Rajasthan Royals""}",43,,Rajasthan Royals,bat,147,20,6,149,18.4,2,Chennai Super Kings,,8,"{""MEK Hussey""}",f
2011,2011-05-05,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Delhi Daredevils""}",46,,Delhi Daredevils,field,175,20,5,179,19,6,Delhi Daredevils,,4,"{""V Sehwag""}",f
2011,2011-05-05,Kochi,Nehru Stadium,"{""Kochi Tuskers Kerala"",""Kolkata Knight Riders""}",45,,Kolkata Knight Riders,field,156,20,5,139,20,7,Kochi Tuskers Kerala,17,,"{""BJ Hodge""}",f
2011,2011-05-06,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Punjab Kings""}",47,,Punjab Kings,field,205,20,6,120,20,9,Royal Challengers Bangalore,85,,"{""CH Gayle""}",f
2011,2011-05-07,Kolkata,Eden Gardens,"{""Kolkata Knight Riders"",""Chennai Super Kings""}",48,,Chennai Super Kings,bat,114,20,4,61,10,2,Kolkata Knight Riders,10,,"{""Iqbal Abdulla""}",f
2011,2011-05-07,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Delhi Daredevils""}",49,,Delhi Daredevils,field,178,20,4,146,20,10,Mumbai Indians,32,,"{""AT Rayudu""}",f
2011,2011-05-08,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kochi Tuskers Kerala""}",50,,Kochi Tuskers Kerala,bat,125,20,9,128,13.1,1,Royal Challengers Bangalore,,9,"{""CH Gayle""}",f
2011,2011-05-08,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Pune Warriors""}",51,,Punjab Kings,bat,119,20,8,120,17.1,5,Pune Warriors,,5,"{""R Sharma""}",f
2011,2011-05-09,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Chennai Super Kings""}",52,,Rajasthan Royals,field,196,20,3,133,19.3,10,Chennai Super Kings,63,,"{""M Vijay""}",f
2011,2011-05-10,Chandigarh,"Punjab Cricket Association Stadium, Mohali","{""Punjab Kings"",""Mumbai Indians""}",54,,Mumbai Indians,field,163,20,8,87,13,10,Punjab Kings,76,,"{""BA Bhatt""}",f
2011,2011-05-10,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","{""Deccan Chargers"",""Pune Warriors""}",53,,Deccan Chargers,bat,136,20,8,137,18.2,4,Pune Warriors,,6,"{""MR Marsh""}",f
2011,2011-05-11,Jaipur,Sawai Mansingh Stadium,"{""Rajasthan Royals"",""Royal Challengers Bangalore""}",55,,Royal Challengers Bangalore,field,146,20,6,151,17,1,Royal Challengers Bangalore,,9,"{""S Aravind""}",f
2011,2011-05-12,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Delhi Daredevils""}",56,,Chennai Super Kings,bat,176,20,4,158,20,6,Chennai Super Kings,18,,"{""MS Dhoni""}",f
2011,2011-05-13,Indore,Holkar Cricket Stadium,"{""Kochi Tuskers Kerala"",""Punjab Kings""}",57,,Punjab Kings,field,178,20,7,181,18.5,4,Punjab Kings,,6,"{""KD Karthik""}",f
2011,2011-05-14,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Deccan Chargers""}",59,,Deccan Chargers,bat,135,20,6,125,20,8,Deccan Chargers,10,,"{""A Mishra""}",f
2011,2011-05-14,Bangalore,M Chinnaswamy Stadium,"{""Royal Challengers Bangalore"",""Kolkata Knight Riders""}",58,,Royal Challengers Bangalore,field,89,13,4,105,12.4,6,Royal Challengers Bangalore,,4,"{""CH Gayle""}",f
2011,2011-05-15,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Delhi Daredevils""}",60,,Delhi Daredevils,field,170,20,6,141,20,8,Punjab Kings,29,,"{""PP Chawla""}",f
2011,2011-05-15,Indore,Holkar Cricket Stadium,"{""Kochi Tuskers Kerala"",""Rajasthan Royals""}",61,,Kochi Tuskers Kerala,field,97,18.3,10,98,7.2,2,Kochi Tuskers Kerala,,8,"{""BJ Hodge""}",f
2011,2011-05-16,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Deccan Chargers""}",62,,Deccan Chargers,field,136,20,9,138,19.2,4,Deccan Chargers,,6,"{""A Mishra""}",f
2011,2011-05-17,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Royal Challengers Bangalore""}",63,,Punjab Kings,bat,232,20,2,121,17,10,Punjab Kings,111,,"{""AC Gilchrist""}",f
2011,2011-05-18,Chennai,"MA Chidambaram Stadium, Chepauk","{""Chennai Super Kings"",""Kochi Tuskers Kerala""}",64,,Chennai Super Kings,bat,152,20,5,141,20,5,Chennai Super Kings,11,,"{""WP Saha""}",f
2011,2011-05-19,Mumbai,Dr DY Patil Sports Academy,"{""Pune Warriors"",""Kolkata Knight Riders""}",65,,Kolkata Knight Riders,field,118,20,7,119,16.4,3,Kolkata Knight Riders,,7,"{""YK Pathan""}",f
2011,2011-05-20,Mumbai,Wankhede Stadium,"{""Mumbai Indians"",""Rajasthan Royals""}",66,,Mumbai Indians,bat,133,20,5,134,13.1,0,Rajasthan Royals,,10,"{""SR Watson""}",f
2011,2011-05-21,Dharamsala,Himachal Pradesh Cricket Association Stadium,"{""Punjab Kings"",""Deccan Chargers""}",67,,Punjab Kings,field,198,20,2,116,19,10,Deccan Chargers,82,,"{""S Dhawan""}",f
